2026-01-28 04:11:53,641 | INFO | Run started: run_id=BE_gradual__retrain_p1_last_window_wb1_fit__041153
2026-01-28 04:11:54,932 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=500 wall=0.017002344131469727 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 500, 'global_batch_id': 36}
2026-01-28 04:11:54,961 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=500 wall=0.017000436782836914 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 500, 'global_batch_id': 37}
2026-01-28 04:11:54,986 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=500 wall=0.014002084732055664 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 500, 'global_batch_id': 38}
2026-01-28 04:11:55,010 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=500 wall=0.014000177383422852 cpu=0.0 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 500, 'global_batch_id': 39}
2026-01-28 04:11:55,038 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=500 wall=0.014997482299804688 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 500, 'global_batch_id': 40}
2026-01-28 04:11:55,094 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=500 wall=0.045501708984375 cpu=0.046875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 500, 'global_batch_id': 41}
2026-01-28 04:11:55,118 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=500 wall=0.013900279998779297 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 500, 'global_batch_id': 42}
2026-01-28 04:11:55,143 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=500 wall=0.012998580932617188 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 500, 'global_batch_id': 43}
2026-01-28 04:11:55,170 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=500 wall=0.01744246482849121 cpu=0.015625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 500, 'global_batch_id': 44}
2026-01-28 04:11:55,170 | INFO | Run finished. total={'wall_sec': 1.5286591053009033, 'cpu_sec': 1.5, 'cpu_pct': 98.12521279587301, 'rss_mb': None} peak_rss_mb=None
