2026-01-28 04:22:46,691 | INFO | Run started: run_id=BE_temporary__retrain_p1_all_seen_fit__042246
2026-01-28 04:22:48,433 | INFO | EVENT retrain_fit batch_id=19 reason=periodic train_n=9500 wall=0.12299966812133789 cpu=0.109375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 14, 'buffer_size': 9500, 'global_batch_id': 19}
2026-01-28 04:22:48,569 | INFO | EVENT retrain_fit batch_id=20 reason=periodic train_n=10000 wall=0.1270003318786621 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 15, 'buffer_size': 10000, 'global_batch_id': 20}
2026-01-28 04:22:48,709 | INFO | EVENT retrain_fit batch_id=21 reason=periodic train_n=10500 wall=0.13199973106384277 cpu=0.125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 16, 'buffer_size': 10500, 'global_batch_id': 21}
2026-01-28 04:22:48,859 | INFO | EVENT retrain_fit batch_id=22 reason=periodic train_n=11000 wall=0.14005565643310547 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 17, 'buffer_size': 11000, 'global_batch_id': 22}
2026-01-28 04:22:49,022 | INFO | EVENT retrain_fit batch_id=23 reason=periodic train_n=11500 wall=0.1538829803466797 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 18, 'buffer_size': 11500, 'global_batch_id': 23}
2026-01-28 04:22:49,180 | INFO | EVENT retrain_fit batch_id=24 reason=periodic train_n=12000 wall=0.14867472648620605 cpu=0.140625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 19, 'buffer_size': 12000, 'global_batch_id': 24}
2026-01-28 04:22:49,356 | INFO | EVENT retrain_fit batch_id=25 reason=periodic train_n=12500 wall=0.16443634033203125 cpu=0.15625 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 20, 'buffer_size': 12500, 'global_batch_id': 25}
2026-01-28 04:22:49,528 | INFO | EVENT retrain_fit batch_id=26 reason=periodic train_n=13000 wall=0.15992236137390137 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 21, 'buffer_size': 13000, 'global_batch_id': 26}
2026-01-28 04:22:49,699 | INFO | EVENT retrain_fit batch_id=27 reason=periodic train_n=13500 wall=0.15899944305419922 cpu=0.171875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 22, 'buffer_size': 13500, 'global_batch_id': 27}
2026-01-28 04:22:49,904 | INFO | EVENT retrain_fit batch_id=28 reason=periodic train_n=14000 wall=0.18299508094787598 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 23, 'buffer_size': 14000, 'global_batch_id': 28}
2026-01-28 04:22:50,103 | INFO | EVENT retrain_fit batch_id=29 reason=periodic train_n=14500 wall=0.18899178504943848 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 24, 'buffer_size': 14500, 'global_batch_id': 29}
2026-01-28 04:22:50,306 | INFO | EVENT retrain_fit batch_id=30 reason=periodic train_n=15000 wall=0.19099974632263184 cpu=0.1875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 25, 'buffer_size': 15000, 'global_batch_id': 30}
2026-01-28 04:22:50,521 | INFO | EVENT retrain_fit batch_id=31 reason=periodic train_n=15500 wall=0.20399880409240723 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 26, 'buffer_size': 15500, 'global_batch_id': 31}
2026-01-28 04:22:50,741 | INFO | EVENT retrain_fit batch_id=32 reason=periodic train_n=16000 wall=0.20804810523986816 cpu=0.203125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 27, 'buffer_size': 16000, 'global_batch_id': 32}
2026-01-28 04:22:50,971 | INFO | EVENT retrain_fit batch_id=33 reason=periodic train_n=16500 wall=0.21899938583374023 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 28, 'buffer_size': 16500, 'global_batch_id': 33}
2026-01-28 04:22:51,207 | INFO | EVENT retrain_fit batch_id=34 reason=periodic train_n=17000 wall=0.2239985466003418 cpu=0.21875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 29, 'buffer_size': 17000, 'global_batch_id': 34}
2026-01-28 04:22:51,450 | INFO | EVENT retrain_fit batch_id=35 reason=periodic train_n=17500 wall=0.231231689453125 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 30, 'buffer_size': 17500, 'global_batch_id': 35}
2026-01-28 04:22:51,710 | INFO | EVENT retrain_fit batch_id=36 reason=periodic train_n=18000 wall=0.24900031089782715 cpu=0.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 31, 'buffer_size': 18000, 'global_batch_id': 36}
2026-01-28 04:22:51,974 | INFO | EVENT retrain_fit batch_id=37 reason=periodic train_n=18500 wall=0.25180745124816895 cpu=0.234375 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 32, 'buffer_size': 18500, 'global_batch_id': 37}
2026-01-28 04:22:52,240 | INFO | EVENT retrain_fit batch_id=38 reason=periodic train_n=19000 wall=0.25289440155029297 cpu=0.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 33, 'buffer_size': 19000, 'global_batch_id': 38}
2026-01-28 04:22:52,506 | INFO | EVENT retrain_fit batch_id=39 reason=periodic train_n=19500 wall=0.2561657428741455 cpu=0.25 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 34, 'buffer_size': 19500, 'global_batch_id': 39}
2026-01-28 04:22:52,797 | INFO | EVENT retrain_fit batch_id=40 reason=periodic train_n=20000 wall=0.27864766120910645 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 35, 'buffer_size': 20000, 'global_batch_id': 40}
2026-01-28 04:22:53,142 | INFO | EVENT retrain_fit batch_id=41 reason=periodic train_n=20500 wall=0.33234286308288574 cpu=0.328125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 36, 'buffer_size': 20500, 'global_batch_id': 41}
2026-01-28 04:22:53,448 | INFO | EVENT retrain_fit batch_id=42 reason=periodic train_n=21000 wall=0.2937793731689453 cpu=0.28125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 37, 'buffer_size': 21000, 'global_batch_id': 42}
2026-01-28 04:22:53,767 | INFO | EVENT retrain_fit batch_id=43 reason=periodic train_n=21500 wall=0.3057098388671875 cpu=0.3125 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 38, 'buffer_size': 21500, 'global_batch_id': 43}
2026-01-28 04:22:54,085 | INFO | EVENT retrain_fit batch_id=44 reason=periodic train_n=22000 wall=0.3040030002593994 cpu=0.296875 rss_mb=None info={'period_batches': 1, 'stream_batches_seen': 39, 'buffer_size': 22000, 'global_batch_id': 44}
2026-01-28 04:22:54,086 | INFO | Run finished. total={'wall_sec': 7.394546270370483, 'cpu_sec': 7.328125, 'cpu_pct': 99.10175326596266, 'rss_mb': None} peak_rss_mb=None
