2026-01-28 04:08:10,089 | INFO | Run started: run_id=BE_sudden__retrain_p2_last_window_wb2_update__040810
2026-01-28 04:08:10,783 | INFO | EVENT retrain_update batch_id=29 reason=periodic train_n=1000 wall=0.01200103759765625 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 24, 'buffer_size': 1000, 'global_batch_id': 29}
2026-01-28 04:08:10,813 | INFO | EVENT retrain_update batch_id=31 reason=periodic train_n=1000 wall=0.010999917984008789 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 26, 'buffer_size': 1000, 'global_batch_id': 31}
2026-01-28 04:08:10,841 | INFO | EVENT retrain_update batch_id=33 reason=periodic train_n=1000 wall=0.009999275207519531 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 28, 'buffer_size': 1000, 'global_batch_id': 33}
2026-01-28 04:08:10,870 | INFO | EVENT retrain_update batch_id=35 reason=periodic train_n=1000 wall=0.01100015640258789 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 30, 'buffer_size': 1000, 'global_batch_id': 35}
2026-01-28 04:08:10,898 | INFO | EVENT retrain_update batch_id=37 reason=periodic train_n=1000 wall=0.009998798370361328 cpu=0.0 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 32, 'buffer_size': 1000, 'global_batch_id': 37}
2026-01-28 04:08:10,927 | INFO | EVENT retrain_update batch_id=39 reason=periodic train_n=1000 wall=0.00999903678894043 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 34, 'buffer_size': 1000, 'global_batch_id': 39}
2026-01-28 04:08:10,957 | INFO | EVENT retrain_update batch_id=41 reason=periodic train_n=1000 wall=0.011999130249023438 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 36, 'buffer_size': 1000, 'global_batch_id': 41}
2026-01-28 04:08:10,996 | INFO | EVENT retrain_update batch_id=43 reason=periodic train_n=1000 wall=0.01700115203857422 cpu=0.03125 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 38, 'buffer_size': 1000, 'global_batch_id': 43}
2026-01-28 04:08:11,028 | INFO | EVENT retrain_update batch_id=45 reason=periodic train_n=1000 wall=0.011999845504760742 cpu=0.015625 rss_mb=None info={'period_batches': 2, 'stream_batches_seen': 40, 'buffer_size': 1000, 'global_batch_id': 45}
2026-01-28 04:08:11,028 | INFO | Run finished. total={'wall_sec': 0.939030647277832, 'cpu_sec': 0.921875, 'cpu_pct': 98.17304713881653, 'rss_mb': None} peak_rss_mb=None
